City	Month	Year	CO	O3	Temperature
Casablanca	8	2005	10.246	253.327	18
Casablanca	8	2005	10.274	297.01	10
Casablanca	8	2005	10.855	205.513	26
Casablanca	8	2005	12.107	211.835	11
Casablanca	8	2005	5.41	258.368	11
Casablanca	8	2005	13.899	250.407	24
Casablanca	8	2005	4.306	229.62	20
Rabat	8	2005	7.729	259.969	20
Rabat	8	2005	11.69	267.515	28
Rabat	8	2005	4.424	259.413	27
Rabat	8	2005	8.66	259.02	23
Meknes	8	2005	6.701	217.815	24
Meknes	8	2005	4.044	217.951	18
Meknes	8	2005	13.149	236.252	12
Meknes	8	2005	11.206	275.719	23
Fez	8	2005	10.275	209.793	21
Fez	8	2005	8.598	204.599	26
Fez	8	2005	7.288	243.548	13
Fez	8	2005	12.216	259.713	26
Fez	8	2005	6.542	255.051	29
Casablanca	8	2005	12.85	276.147	11
Casablanca	8	2005	12.724	299.983	10
Casablanca	8	2005	9.36	201.869	19
Casablanca	8	2005	12.447	235.646	23
Casablanca	8	2005	10.138	208.53	20
Casablanca	8	2005	10.517	260.781	29
Casablanca	8	2005	7.285	257.367	12
Rabat	8	2005	7.463	235.111	13
Rabat	8	2005	7.335	250.862	20
Rabat	8	2005	13.025	255.651	21
Rabat	8	2005	12.577	289.63	11
Meknes	8	2005	5.013	208.686	24
Meknes	8	2005	7.039	291.351	14
Meknes	8	2005	12.448	285.889	14
Meknes	8	2005	10.764	296.744	19
Fez	8	2005	4.396	273.953	26
Fez	8	2005	8.845	202.071	24
Fez	8	2005	10.142	251.705	18
Fez	8	2005	5.661	267.438	20
Fez	8	2005	7.746	250.264	23
Casablanca	8	2005	8.957	216.619	21
Casablanca	8	2005	6.036	207.629	26
Casablanca	8	2005	11.034	266.143	26
Casablanca	8	2005	7.181	230.791	11
Casablanca	8	2005	12.862	241.939	11
Casablanca	8	2005	9.973	246.665	14
Casablanca	8	2005	10.998	222.085	23
Rabat	8	2005	4.92	217.627	18
Rabat	8	2005	13.745	249.317	26
Rabat	8	2005	9.035	238.255	14
Rabat	8	2005	5.233	272.013	17
Meknes	8	2005	6.749	241.26	15
Meknes	8	2005	11.717	209.916	29
Meknes	8	2005	5.449	266.878	14
Meknes	8	2005	8.184	289.992	15
Fez	8	2005	14	269.67	11
Fez	8	2005	12.637	272.367	27
Fez	8	2005	9.636	252.65	22
Fez	8	2005	8.508	209.733	14
Fez	8	2005	7.808	269.121	17
Casablanca	8	2005	13.744	221.448	27
Casablanca	8	2005	5.816	230.127	15
Casablanca	8	2005	9.091	235.549	10
Casablanca	8	2005	9.62	264.917	26
Casablanca	8	2005	10.951	250.769	25
Casablanca	8	2005	4.264	213.939	14
Casablanca	8	2005	5.799	277.06	12
Rabat	8	2005	12.713	244.816	26
Rabat	8	2005	9.437	294.21	27
Rabat	8	2005	4.185	267.048	26
Rabat	8	2005	9.6	286.677	14
Meknes	8	2005	11.655	235.422	18
Meknes	8	2005	10.972	267.321	23
Meknes	8	2005	13.287	245.353	20
Meknes	8	2005	6.744	264.923	10
Fez	8	2005	6.942	254.245	27
Fez	8	2005	13.248	237.87	10
Fez	8	2005	5.839	285.144	15
Fez	8	2005	6.438	292.104	13
Fez	8	2005	6.08	288.073	20
Casablanca	8	2005	4.329	211.551	28
Casablanca	8	2005	8.616	210.74	16
Casablanca	8	2005	8.268	225.746	28
Casablanca	8	2005	8.718	225.976	28
Casablanca	8	2005	12.384	251.531	24
Casablanca	8	2005	9.998	209.549	18
Casablanca	8	2005	6.753	294.297	11
Rabat	8	2005	12.464	204.484	20
Rabat	8	2005	6.43	241.113	17
Rabat	8	2005	12.727	285.719	28
Rabat	8	2005	11.768	256.419	10
Meknes	8	2005	5.653	232.405	15
Meknes	8	2005	7.624	270.832	28
Meknes	8	2005	11.032	263.44	19
Meknes	8	2005	13.849	251.028	12
Fez	8	2005	12.526	258.503	27
Fez	8	2005	11.922	274.785	14
Fez	8	2005	11.424	259.05	28
Fez	8	2005	5.032	237.573	14
Fez	8	2005	8.233	280.9	13
Casablanca	8	2005	4.863	255.235	19
Casablanca	8	2005	8.736	286.355	17
Casablanca	8	2005	7.226	272.967	23
Casablanca	8	2005	11.699	211.87	26
Casablanca	8	2005	7.291	264.759	24
Casablanca	8	2005	5.19	247.353	10
Casablanca	8	2005	5.119	243.76	28
Rabat	8	2005	10.174	279.67	29
Rabat	8	2005	6.041	223.091	19
Rabat	8	2005	10.692	262.817	10
Rabat	8	2005	9.481	286.858	18
Meknes	8	2005	12.661	241.733	25
Meknes	8	2005	7.783	213.712	21
Meknes	8	2005	10.997	256.097	23
Meknes	8	2005	7.977	267.512	18
Fez	8	2005	12.565	248.883	23
Fez	8	2005	7.346	273.898	28
Fez	8	2005	11.479	222.985	24
Fez	8	2005	12.156	210.198	14
Fez	8	2005	4.324	248.534	18
Casablanca	8	2005	6.828	258.796	17
Casablanca	8	2005	9.974	268.915	17
Casablanca	8	2005	4.159	265.776	19
Casablanca	8	2005	5.366	298.555	13
Casablanca	8	2005	13.745	276.482	11
Casablanca	8	2005	4.511	275.555	15
Casablanca	8	2005	13.19	262.671	15
Rabat	8	2005	9.055	292.513	26
Rabat	8	2005	6.084	228.673	22
Rabat	8	2005	12.85	275.907	19
Rabat	8	2005	6.624	253.369	12
Meknes	8	2005	4.618	232.535	26
Meknes	8	2005	10.416	254.342	17
Meknes	8	2005	13.239	250.445	19
Meknes	8	2005	13.279	289.23	23
Fez	8	2005	4.344	203.502	18
Fez	8	2005	5.739	293.602	10
Fez	8	2005	10.495	284.615	22
Fez	8	2005	7.528	260.911	27
Fez	8	2005	11.835	298.542	15
Casablanca	8	2005	9.169	293.869	21
Casablanca	8	2005	12.935	278.117	28
Casablanca	8	2005	6.228	213.189	10
Casablanca	8	2005	5.478	248.968	26
Casablanca	8	2005	5.381	242.881	14
Casablanca	8	2005	12.141	217.389	24
Casablanca	8	2005	9.57	215.296	19
Rabat	8	2005	12.385	268.017	24
Rabat	8	2005	12.263	217.507	22
Rabat	8	2005	9.208	280.434	14
Rabat	8	2005	5.79	292.745	27
Meknes	8	2005	6.025	262.239	27
Meknes	8	2005	7.061	217.448	17
Meknes	8	2005	9.395	251.694	17
Meknes	8	2005	5.506	242.04	27
Fez	8	2005	8.235	200.987	16
Fez	8	2005	7.852	292.585	18
Fez	8	2005	8.576	212.576	20
Fez	8	2005	4.416	274.355	15
Fez	8	2005	13.776	258.357	18
Casablanca	8	2005	9.805	228.807	21
Casablanca	8	2005	5.114	290.747	23
Casablanca	8	2005	5.098	265.278	21
Casablanca	8	2005	7.189	284.189	17
Casablanca	8	2005	11.699	239.136	12
Casablanca	8	2005	5.454	235.883	28
Casablanca	8	2005	4.157	211.843	21
Rabat	8	2005	4.123	250.625	20
Rabat	8	2005	5.586	276.565	25
Rabat	8	2005	6.158	254.317	12
Rabat	8	2005	10.394	219.103	13
Meknes	8	2005	4.792	297.239	20
Meknes	8	2005	4.17	237.16	13
Meknes	8	2005	9.751	256.311	18
Meknes	8	2005	12.765	200.673	26
Fez	8	2005	10.309	238.512	16
Fez	8	2005	6.185	223.158	10
Fez	8	2005	11.317	206.96	17
Fez	8	2005	6.484	277.109	25
Fez	8	2005	9.559	238.476	15
Casablanca	8	2005	13.403	215.77	25
Casablanca	8	2005	7.47	282.357	13
Casablanca	8	2005	9.185	292.321	25
Casablanca	8	2005	5.816	297.403	18
Casablanca	8	2005	7.412	223.19	14
Casablanca	8	2005	12.232	209.914	11
Casablanca	8	2005	11.678	247.479	17
Rabat	8	2005	8.686	245.807	22
Rabat	8	2005	11.156	246.932	17
Rabat	8	2005	4.572	208.242	29
Rabat	8	2005	6.084	293.046	24
Meknes	8	2005	10.807	211.304	19
Meknes	8	2005	6.401	219.31	10
Meknes	8	2005	11.439	209.625	23
Meknes	8	2005	9.594	289.982	28
Fez	8	2005	4.424	226.762	16
Fez	8	2005	4.519	235.937	10
Fez	8	2005	12.681	276.496	26
Fez	8	2005	12.554	223.617	12
Fez	8	2005	6.962	267.895	29
Casablanca	8	2005	11.538	227.762	17
Casablanca	8	2005	4.131	206.053	22
Casablanca	8	2005	4.892	207.008	19
Casablanca	8	2005	5.614	286.438	20
Casablanca	8	2005	13.664	247.474	19
Casablanca	8	2005	10.028	294.505	27
Casablanca	8	2005	12.538	252.411	13
Rabat	8	2005	12.037	209.102	16
Rabat	8	2005	7.39	202.495	26
Rabat	8	2005	7.668	264.103	25
Rabat	8	2005	8.744	284.704	23
Meknes	8	2005	13.258	262.7	12
Meknes	8	2005	5.991	271.842	20
Meknes	8	2005	8.159	292.402	25
Meknes	8	2005	10.243	220.104	19
Fez	8	2005	5.634	234.293	11
Fez	8	2005	9.975	222.947	18
Fez	8	2005	4.043	255.051	14
Fez	8	2005	13.234	202.495	28
Fez	8	2005	9.179	214.681	26
Casablanca	8	2005	5.512	207.115	26
Casablanca	8	2005	7.797	209.903	28
Casablanca	8	2005	7.83	253.349	19
Casablanca	8	2005	5.497	263.001	29
Casablanca	8	2005	7.505	226.125	10
Casablanca	8	2005	12.385	284.91	28
Casablanca	8	2005	4.821	202.434	24
Rabat	8	2005	12.344	292.729	16
Rabat	8	2005	8.904	258.684	16
Rabat	8	2005	12.652	281.66	14
Rabat	8	2005	9.145	287.921	22
Meknes	8	2005	4.583	276.682	15
Meknes	8	2005	11.994	285.829	13
Meknes	8	2005	9.744	229.217	27
Meknes	8	2005	8.282	268.511	18
Fez	8	2005	5.355	258.922	11
Fez	8	2005	7.37	235.923	27
Fez	8	2005	11.172	271.698	25
Fez	8	2005	5.25	221.798	11
Fez	8	2005	11.623	297.359	19
Casablanca	8	2005	7.552	298.056	16
Casablanca	8	2005	8.301	207.429	25
Casablanca	8	2005	6.279	263.072	22
Casablanca	8	2005	6.148	206.185	23
Casablanca	8	2005	10.335	239.555	11
Casablanca	8	2005	11.428	251.342	14
Casablanca	8	2005	4.516	264.03	25
Rabat	8	2005	11.034	289.169	26
Rabat	8	2005	8.899	289.145	27
Rabat	8	2005	4.794	208.459	23
Rabat	8	2005	5.876	277.787	18
Meknes	8	2005	7.386	202.386	19
Meknes	8	2005	5.035	222.745	19
Meknes	8	2005	6.416	203.946	27
Meknes	8	2005	5.077	241.91	20
Fez	8	2005	11.244	228.8	26
Fez	8	2005	11.972	228.077	29
Fez	8	2005	11.351	234.388	26
Fez	8	2005	9.989	281.504	25
Fez	8	2005	11.725	217.319	22
Casablanca	8	2005	10.329	228.844	17
Casablanca	8	2005	7.611	257.718	27
Casablanca	8	2005	5.596	219.812	17
Casablanca	8	2005	5.122	250.709	27
Casablanca	8	2005	13.983	230.318	22
Casablanca	8	2005	6.734	227.172	15
Casablanca	8	2005	12.962	216.046	13
Rabat	8	2005	7.471	214.006	27
Rabat	8	2005	5.471	258.93	17
Rabat	8	2005	10.239	281.33	21
Rabat	8	2005	4.435	219.647	17
Meknes	8	2005	4.34	243.707	13
Meknes	8	2005	13.178	211.992	14
Meknes	8	2005	5.942	288.065	11
Meknes	8	2005	12.754	204.001	11
Fez	8	2005	10.909	232.249	10
Fez	8	2005	11.302	224.662	15
Fez	8	2005	11.397	288.421	19
Fez	8	2005	12.159	200.292	24
Fez	8	2005	12.573	287.553	18
Casablanca	8	2005	9.905	296.738	16
Casablanca	8	2005	7.928	226.248	29
Casablanca	8	2005	12.108	287.079	26
Casablanca	8	2005	9.271	224.627	24
Casablanca	8	2005	6.025	226.148	27
Casablanca	8	2005	7.684	206.058	18
Casablanca	8	2005	8.952	259.153	19
Rabat	8	2005	8.103	283.556	12
Rabat	8	2005	11.485	202.335	22
Rabat	8	2005	7.08	224.62	10
Rabat	8	2005	5.041	294.415	11
Meknes	8	2005	7.367	260.127	20
Meknes	8	2005	6.599	215.169	13
Meknes	8	2005	10.758	243.098	27
Meknes	8	2005	9.248	273.407	25
Fez	8	2005	4.599	219.034	19
Fez	8	2005	9.279	260.546	16
Fez	8	2005	13.285	234.952	25
Fez	8	2005	13.309	253.136	16
Fez	8	2005	10.484	204.691	27
Casablanca	8	2005	6.19	273.022	29
Casablanca	8	2005	6.697	251.474	29
Casablanca	8	2005	11.372	290.399	17
Casablanca	8	2005	5.706	203.308	18
Casablanca	8	2005	12.825	253.817	19
Casablanca	8	2005	13.398	247.904	23
Casablanca	8	2005	11.871	286.146	14
Rabat	8	2005	12.695	268.591	12
Rabat	8	2005	6.551	221.222	20
Rabat	8	2005	13.167	248.38	10
Rabat	8	2005	5.151	258.17	24
Meknes	8	2005	11.787	218.137	17
Meknes	8	2005	9.288	277.128	10
Meknes	8	2005	4.417	294.07	20
Meknes	8	2005	11.479	251.815	19
Fez	8	2005	10.894	297.5	23
Fez	8	2005	11.493	219.381	16
Fez	8	2005	13.925	205.833	10
Fez	8	2005	6.433	205.132	23
Fez	8	2005	9.621	277.503	14
Casablanca	8	2005	9.745	204.09	25
Casablanca	8	2005	8.747	235.832	16
Casablanca	8	2005	6.823	236.982	12
Casablanca	8	2005	6.934	258.111	20
Casablanca	8	2005	4.425	292.092	28
Casablanca	8	2005	5.659	295.085	26
Casablanca	8	2005	7.834	266.268	23
Rabat	8	2005	6.667	289.919	23
Rabat	8	2005	4.274	211.319	15
Rabat	8	2005	10.873	210.907	29
Rabat	8	2005	7.881	299.35	18
Meknes	8	2005	4.018	285.156	13
Meknes	8	2005	8.166	248.469	18
Meknes	8	2005	9.908	242.139	24
Meknes	8	2005	7.578	235.297	16
Fez	8	2005	4.783	288.175	26
Fez	8	2005	7.448	229.151	15
Fez	8	2005	12.073	254.179	12
Fez	8	2005	10.548	229.21	29
Fez	8	2005	4.988	288.769	22
Casablanca	8	2005	13.363	274.427	23
Casablanca	8	2005	13.1	259.529	10
Casablanca	8	2005	9.621	233.157	23
Casablanca	8	2005	8.733	293.131	19
Casablanca	8	2005	8.512	208.103	18
Casablanca	8	2005	11.113	201.358	23
Casablanca	8	2005	5.11	275.49	15
Rabat	8	2005	5.121	256.579	10
Rabat	8	2005	10.15	270.775	27
Rabat	8	2005	12.504	251.101	17
Rabat	8	2005	13.886	269.404	29
Meknes	8	2005	12.669	200.298	17
Meknes	8	2005	12.35	246.12	27
Meknes	8	2005	5.029	241.915	12
Meknes	8	2005	4.372	205.293	21
Fez	8	2005	10.254	287.912	19
Fez	8	2005	12.848	238.152	28
Fez	8	2005	11.545	269.662	14
Fez	8	2005	11.724	227.318	28
Fez	8	2005	13.266	283.619	15
Casablanca	8	2005	10.731	226.42	14
Casablanca	8	2005	12.263	240.706	15
Casablanca	8	2005	13.567	248.119	25
Casablanca	8	2005	5.905	297.748	20
Casablanca	8	2005	8.595	264.098	19
Casablanca	8	2005	13.416	274.586	15
Casablanca	8	2005	8.154	202.394	13
Rabat	8	2005	12.171	259.404	28
Rabat	8	2005	11.437	223.964	24
Rabat	8	2005	12.418	282.972	17
Rabat	8	2005	12.621	224.633	27
Meknes	8	2005	12.548	248.482	10
Meknes	8	2005	12.705	293.54	21
Meknes	8	2005	5.968	255.319	27
Meknes	8	2005	7.681	275.215	27
Fez	8	2005	10.1	212.026	13
Fez	8	2005	10.253	207.791	21
Fez	8	2005	9.487	290.733	11
Fez	8	2005	9.224	213.578	15
Fez	8	2005	13.262	295.992	28
Casablanca	8	2005	10.426	205.813	11
Casablanca	8	2005	7.528	237.624	18
Casablanca	8	2005	4.869	280.864	23
Casablanca	8	2005	8.986	232.508	18
Casablanca	8	2005	5.311	229.318	26
Casablanca	8	2005	7.268	216.779	26
Casablanca	8	2005	8.694	282.188	14
Rabat	8	2005	9.829	208.387	20
Rabat	8	2005	5.774	207.608	17
Rabat	8	2005	10.653	274.664	10
Rabat	8	2005	5.467	260.744	26
Meknes	8	2005	13.667	249.396	28
Meknes	8	2005	5.22	284.698	20
Meknes	8	2005	9.289	258.128	24
Meknes	8	2005	10.986	255.989	14
Fez	8	2005	8.915	252.142	19
Fez	8	2005	5.316	265.52	14
Fez	8	2005	6.123	252.97	17
Fez	8	2005	11.835	296.007	27
Fez	8	2005	7.679	248.458	26
Casablanca	8	2005	12.772	236.241	19
Casablanca	8	2005	13.422	257.671	22
Casablanca	8	2005	7.115	295.312	15
Casablanca	8	2005	6.543	263.44	17
Casablanca	8	2005	4.737	253.785	24
Casablanca	8	2005	13.596	270.016	25
Casablanca	8	2005	6.574	291.127	13
Rabat	8	2005	4.243	279.977	27
Rabat	8	2005	5.94	208.065	11
Rabat	8	2005	7.028	234.128	11
Rabat	8	2005	13.489	238.959	18
Meknes	8	2005	11.813	288.057	27
Meknes	8	2005	13.338	282.162	16
Meknes	8	2005	13.893	208.646	10
Meknes	8	2005	9.432	268.937	13
Fez	8	2005	10.485	230.938	27
Fez	8	2005	10.905	219.655	19
Fez	8	2005	8.175	284.22	26
Fez	8	2005	8.361	220.385	21
Fez	8	2005	11.537	205.652	23
Casablanca	8	2005	12.847	246.066	16
Casablanca	8	2005	13.122	238.116	11
Casablanca	8	2005	11.129	273.366	15
Casablanca	8	2005	10.111	255.282	29
Casablanca	8	2005	11.35	264.357	19
Casablanca	8	2005	6.708	287.265	16
Casablanca	8	2005	12.454	278.739	23
Rabat	8	2005	11.407	267.522	14
Rabat	8	2005	13.482	265.043	17
Rabat	8	2005	9.104	251.163	17
Rabat	8	2005	4.496	205.717	25
Meknes	8	2005	7.954	232.235	16
Meknes	8	2005	10.681	239.371	13
Meknes	8	2005	13.906	277.491	11
Meknes	8	2005	9.333	251.658	16
Fez	8	2005	9.088	266.805	20
Fez	8	2005	5.004	255.573	18
Fez	8	2005	7.333	284.206	24
Fez	8	2005	5.491	281.007	27
Fez	8	2005	10.608	232.576	26
Casablanca	8	2005	5.623	231.003	27
Casablanca	8	2005	6.518	241.967	11
Casablanca	8	2005	5.045	298.867	21
Casablanca	8	2005	11.221	238.47	14
Casablanca	8	2005	5.397	230.738	12
Casablanca	8	2005	6.956	206.736	21
Casablanca	8	2005	5.126	206.865	22
Rabat	8	2005	11.181	252.851	26
Rabat	8	2005	5.028	208.786	21
Rabat	8	2005	11.298	296.845	19
Rabat	8	2005	9.094	284.736	28
Meknes	8	2005	7.893	258.773	23
Meknes	8	2005	5.548	270.87	24
Meknes	8	2005	4.591	273.85	15
Meknes	8	2005	12.019	236.398	28
Fez	8	2005	9.635	295.183	10
Fez	8	2005	5.26	226.913	18
Fez	8	2005	7.467	292.407	16
Fez	8	2005	11.134	240.235	25
Fez	8	2005	7.593	226.977	12
Casablanca	8	2005	4.086	266.781	26
Casablanca	8	2005	7.598	262.834	11
Casablanca	8	2005	10.009	204.852	28
Casablanca	8	2005	9.963	228.058	20
Casablanca	8	2005	12.31	215.333	17
Casablanca	8	2005	13.575	209.652	29
Casablanca	8	2005	10.451	279.615	18
Rabat	8	2005	5.528	222.366	21
Rabat	8	2005	6.509	288.817	16
Rabat	8	2005	11.684	227.093	12
Rabat	8	2005	11.878	273.445	16
Meknes	8	2005	10.67	234.179	28
Meknes	8	2005	10.128	260.283	16
Meknes	8	2005	11.528	273.765	27
Meknes	8	2005	13.672	221.085	20
Fez	8	2005	10.938	236.281	15
Fez	8	2005	7.176	285.217	16
Fez	8	2005	11.582	262.461	13
Fez	8	2005	10.77	276.48	27
Fez	8	2005	11.099	225.929	20
Casablanca	8	2005	10.674	220.057	13
Casablanca	8	2005	9.147	285.081	27
Casablanca	8	2005	5.491	278.757	29
Casablanca	8	2005	6.608	259.465	16
Casablanca	8	2005	13.233	270.833	23
Casablanca	8	2005	5.121	252.066	14
Casablanca	8	2005	6.356	287.598	13
Rabat	8	2005	6.613	253.463	10
Rabat	8	2005	10.943	226.261	25
Rabat	8	2005	6.613	271.758	24
Rabat	8	2005	9.612	258.453	23
Meknes	8	2005	8.977	266.894	16
Meknes	8	2005	8.749	224.078	15
Meknes	8	2005	4.478	221.654	21
Meknes	8	2005	4.642	224.329	15
Fez	8	2005	4.937	232.689	23
Fez	8	2005	7.693	254.492	24
Fez	8	2005	7.102	202.81	21
Fez	8	2005	8.389	235.382	28
Fez	8	2005	10.859	291.444	26
Casablanca	8	2005	5.888	270.753	29
Casablanca	8	2005	5.762	246.559	18
Casablanca	8	2005	5.502	245.083	23
Casablanca	8	2005	5.223	255.913	21
Casablanca	8	2005	10.676	237.227	28
Casablanca	8	2005	12.101	202.559	16
Casablanca	8	2005	10.831	202.86	17
Rabat	8	2005	11.109	202.008	28
Rabat	8	2005	5.716	286.566	29
Rabat	8	2005	6.878	222.768	22
Rabat	8	2005	5.796	295.578	27
Meknes	8	2005	11.601	251.11	15
Meknes	8	2005	8.787	213.122	29
Meknes	8	2005	13.309	229.14	23
Meknes	8	2005	4.16	268.067	15
Fez	8	2005	9.639	285.103	19
Fez	8	2005	5.092	206.123	19
Fez	8	2005	7.334	287.757	20
Fez	8	2005	4.364	252.307	21
Fez	8	2005	10.225	239.056	26
Casablanca	8	2005	8.733	270.058	27
Casablanca	8	2005	9.854	250.855	24
Casablanca	8	2005	12.589	217.137	14
Casablanca	8	2005	8.431	248.369	13
Casablanca	8	2005	5.908	290.942	24
Casablanca	8	2005	9.814	241.821	19
Casablanca	8	2005	7.709	223.027	23
Rabat	8	2005	6.707	250.474	15
Rabat	8	2005	8.814	247.637	21
Rabat	8	2005	12.622	216.477	21
Rabat	8	2005	13.564	284.318	20
Meknes	8	2005	8.67	229.182	23
Meknes	8	2005	4.961	276.183	17
Meknes	8	2005	7.797	204.122	12
Meknes	8	2005	11.171	227.22	11
Fez	8	2005	6.126	264	25
Fez	8	2005	13.265	221.987	10
Fez	8	2005	8.785	280.896	15
Fez	8	2005	13.811	250.746	13
Fez	8	2005	8.055	248.215	18
Casablanca	8	2005	7.017	213.608	29
Casablanca	8	2005	6.497	252.502	27
Casablanca	8	2005	5.281	213.697	19
Casablanca	8	2005	10.673	256.427	16
Casablanca	8	2005	12.595	282.414	14
Casablanca	8	2005	12.873	241.196	18
Casablanca	8	2005	9.468	204.688	22
Rabat	8	2005	4.398	253.01	15
Rabat	8	2005	12.307	215.885	14
Rabat	8	2005	6.728	235.681	24
Rabat	8	2005	7.658	263.257	10
Meknes	8	2005	11.397	290.904	20
Meknes	8	2005	4.476	220.098	15
Meknes	8	2005	12.209	262.562	23
Meknes	8	2005	10.101	215.276	15
Fez	8	2005	12.792	237.74	28
Fez	8	2005	13.452	274.809	25
Fez	8	2005	12.163	233.129	27
Fez	8	2005	6.923	225.75	28
Fez	8	2005	9.953	235.016	25
Casablanca	8	2005	11.664	203.73	27
Casablanca	8	2005	9.278	255.373	26
Casablanca	8	2005	11.024	223.748	26
Casablanca	8	2005	8.633	295.817	21
Casablanca	8	2005	9.286	294.082	12
Casablanca	8	2005	4.015	286.251	29
Casablanca	8	2005	10.114	273.443	25
Rabat	8	2005	13.466	271.373	11
Rabat	8	2005	7.285	248.559	22
Rabat	8	2005	8.083	208.856	12
Rabat	8	2005	8.943	297.708	20
Meknes	8	2005	9.957	244.299	29
Meknes	8	2005	9.48	249.673	23
Meknes	8	2005	13.277	279.822	27
Meknes	8	2005	6.142	212.99	23
Fez	8	2005	5.653	226.823	29
Fez	8	2005	7.106	230.036	15
Fez	8	2005	7.596	278.113	14
Fez	8	2005	7.343	209.507	15
Fez	8	2005	11.885	298.46	15
Casablanca	8	2005	12.084	226.055	12
Casablanca	8	2005	5.052	254.906	15
Casablanca	8	2005	13.282	224.914	10
Casablanca	8	2005	10.978	223.688	18
Casablanca	8	2005	9.615	262.764	13
Casablanca	8	2005	13.915	278.93	16
Casablanca	8	2005	5.8	269.542	26
Rabat	8	2005	4.831	286.219	12
Rabat	8	2005	10.926	255.506	17
Rabat	8	2005	7.608	216.038	11
Rabat	8	2005	12.871	206.741	13
Meknes	8	2005	8.632	215.654	27
Meknes	8	2005	13.959	204.949	23
Meknes	8	2005	7.899	252.459	26
Meknes	8	2005	12.071	264.089	10
Fez	8	2005	8.565	289.565	25
Fez	8	2005	11.987	277.854	25
Fez	8	2005	12.371	245.304	19
Fez	8	2005	11.056	242.899	19
Fez	8	2005	10.164	240.45	20
Casablanca	8	2005	4.322	246.384	20
Casablanca	8	2005	13.926	272.782	29
Casablanca	8	2005	12.02	219.626	11
Casablanca	8	2005	10.495	212.295	15
Casablanca	8	2005	10.849	240.815	20
Casablanca	8	2005	10.366	258.222	13
Casablanca	8	2005	12.54	210.119	23
Rabat	8	2005	11.765	201.44	21
Rabat	8	2005	12.666	280.615	29
Rabat	8	2005	6.02	200.915	19
Rabat	8	2005	10.197	233.326	24
Meknes	8	2005	9.942	200.358	29
Meknes	8	2005	4.944	275.094	20
Meknes	8	2005	6.627	292.288	11
Meknes	8	2005	4.723	259.818	28
Fez	8	2005	13.863	242.92	12
Fez	8	2005	11.404	265.056	20
Fez	8	2005	11.501	298.589	20
Fez	8	2005	5.414	271.658	14
Fez	8	2005	13.209	276.991	12
Casablanca	8	2005	6.326	294.635	17
Casablanca	8	2005	4.003	244.332	25
Casablanca	8	2005	11.62	202.551	21
Casablanca	8	2005	12.731	298.592	23
Casablanca	8	2005	10.294	255.39	10
Casablanca	8	2005	10.565	272.341	25
Casablanca	8	2005	12.543	294.982	28
Rabat	8	2005	9.867	219.334	19
Rabat	8	2005	7.353	210.499	26
Rabat	8	2005	7.858	213.337	28
Rabat	8	2005	5.239	215.02	29
Meknes	8	2005	7.722	202.248	12
Meknes	8	2005	10.221	282.495	29
Meknes	8	2005	10.403	285.505	25
Meknes	8	2005	13.006	244.903	10
Fez	8	2005	5.513	213.511	27
Fez	8	2005	13.573	215.945	28
Fez	8	2005	8.139	214.508	25
Fez	8	2005	7.588	279.277	12
Fez	8	2005	10.343	226.458	21
Casablanca	8	2005	13.308	206.882	10
Casablanca	8	2005	12.395	284.14	17
Casablanca	8	2005	13.989	290.141	17
Casablanca	8	2005	5.445	273.465	10
Casablanca	8	2005	11.343	232.723	12
Casablanca	8	2005	4.278	246.002	21
Casablanca	8	2005	5.49	227.894	18
Rabat	8	2005	6.192	281.476	21
Rabat	8	2005	12.372	297.8	15
Rabat	8	2005	11.791	233.429	14
Rabat	8	2005	8.797	285.224	17
Meknes	8	2005	6.492	272.03	13
Meknes	8	2005	4.499	275.923	28
Meknes	8	2005	12.731	269.503	18
Meknes	8	2005	11.298	252.124	20
Fez	8	2005	4.735	205.21	26
Fez	8	2005	5.233	226.522	21
Fez	8	2005	7.832	264.52	12
Fez	8	2005	8.246	270.611	13
Fez	8	2005	5.83	258.965	15
Casablanca	8	2005	13.137	203.435	14
Casablanca	8	2005	5.945	265.832	24
Casablanca	8	2005	4.295	220.819	27
Casablanca	8	2005	6.535	237.729	24
Casablanca	8	2005	4.961	208.808	15
Casablanca	8	2005	5.205	243.587	21
Casablanca	8	2005	13.4	251.981	12
Rabat	8	2005	5.337	252.139	27
Rabat	8	2005	12.629	243.369	20
Rabat	8	2005	10.405	266.694	22
Rabat	8	2005	12.573	267.575	14
Meknes	8	2005	6.128	207.877	21
Meknes	8	2005	7.078	263.007	16
Meknes	8	2005	7.349	272.91	28
Meknes	8	2005	4.211	227.656	15
Fez	8	2005	5.969	280.814	28
Fez	8	2005	9.963	206.54	17
Fez	8	2005	11.018	202.372	10
Fez	8	2005	11.471	238.101	14
Fez	8	2005	7.267	260.017	18
Casablanca	8	2005	5.574	236.382	25
Casablanca	8	2005	11.609	217.363	23
Casablanca	8	2005	9.339	223.514	15
Casablanca	8	2005	5.092	256.992	26
Casablanca	8	2005	13.818	290.214	10
Casablanca	8	2005	12.485	268.46	26
Casablanca	8	2005	11.973	296.517	23
Rabat	8	2005	13.949	261.884	11
Rabat	8	2005	13.659	285.131	26
Rabat	8	2005	5.591	244.741	23
Rabat	8	2005	9.91	212.585	26
Meknes	8	2005	4.651	221.778	13
Meknes	8	2005	5.875	202.684	24
Meknes	8	2005	7.551	270.471	21
Meknes	8	2005	4.773	252.619	14
